,subject,time,state
12749,1159,0,0
12750,1159,1,0
12751,1159,2,0
12752,1159,3,0
12753,1159,4,0
12754,1159,5,0
12755,1159,6,0
12756,1159,7,0
12757,1159,8,0
12758,1159,9,0
12759,1159,10,0
12760,1160,0,0
12761,1160,1,1
12762,1160,2,0
12763,1160,3,1
12764,1160,4,0
12765,1160,5,1
12766,1160,6,0
12767,1160,7,1
12768,1160,8,2
12769,1160,9,3
12770,1160,10,2
12771,1161,0,0
12772,1161,1,1
12773,1161,2,0
12774,1161,3,1
12775,1161,4,0
12776,1161,5,1
12777,1161,6,2
12778,1161,7,1
12779,1161,8,0
12780,1161,9,1
12781,1161,10,1
12782,1162,0,0
12783,1162,1,1
12784,1162,2,2
12785,1162,3,1
12786,1162,4,2
12787,1162,5,1
12788,1162,6,2
12789,1162,7,3
12790,1162,8,4
12791,1162,9,3
12792,1162,10,4
12793,1163,0,0
12794,1163,1,0
12795,1163,2,0
12796,1163,3,0
12797,1163,4,0
12798,1163,5,0
12799,1163,6,0
12800,1163,7,0
12801,1163,8,0
12802,1163,9,0
12803,1163,10,0
12804,1164,0,0
12805,1164,1,1
12806,1164,2,2
12807,1164,3,1
12808,1164,4,2
12809,1164,5,1
12810,1164,6,2
12811,1164,7,1
12812,1164,8,2
12813,1164,9,1
12814,1164,10,2
12815,1165,0,0
12816,1165,1,0
12817,1165,2,1
12818,1165,3,0
12819,1165,4,0
12820,1165,5,0
12821,1165,6,0
12822,1165,7,0
12823,1165,8,1
12824,1165,9,2
12825,1165,10,1
12826,1166,0,0
12827,1166,1,0
12828,1166,2,0
12829,1166,3,0
12830,1166,4,0
12831,1166,5,0
12832,1166,6,0
12833,1166,7,0
12834,1166,8,0
12835,1166,9,0
12836,1166,10,0
12837,1167,0,0
12838,1167,1,1
12839,1167,2,0
12840,1167,3,1
12841,1167,4,0
12842,1167,5,1
12843,1167,6,0
12844,1167,7,1
12845,1167,8,0
12846,1167,9,1
12847,1167,10,0
12848,1168,0,0
12849,1168,1,1
12850,1168,2,1
12851,1168,3,0
12852,1168,4,1
12853,1168,5,1
12854,1168,6,1
12855,1168,7,2
12856,1168,8,1
12857,1168,9,1
12858,1168,10,0
12859,1169,0,0
12860,1169,1,1
12861,1169,2,1
12862,1169,3,0
12863,1169,4,1
12864,1169,5,0
12865,1169,6,1
12866,1169,7,0
12867,1169,8,1
12868,1169,9,2
12869,1169,10,3
12870,1170,0,0
12871,1170,1,1
12872,1170,2,2
12873,1170,3,1
12874,1170,4,2
12875,1170,5,1
12876,1170,6,2
12877,1170,7,1
12878,1170,8,2
12879,1170,9,1
12880,1170,10,2
12881,1171,0,0
12882,1171,1,1
12883,1171,2,1
12884,1171,3,0
12885,1171,4,1
12886,1171,5,0
12887,1171,6,1
12888,1171,7,0
12889,1171,8,1
12890,1171,9,0
12891,1171,10,1
12892,1172,0,0
12893,1172,1,0
12894,1172,2,0
12895,1172,3,0
12896,1172,4,0
12897,1172,5,0
12898,1172,6,0
12899,1172,7,0
12900,1172,8,0
12901,1172,9,0
12902,1172,10,0
12903,1173,0,0
12904,1173,1,0
12905,1173,2,0
12906,1173,3,0
12907,1173,4,0
12908,1173,5,0
12909,1173,6,0
12910,1173,7,0
12911,1173,8,0
12912,1173,9,0
12913,1173,10,0
12914,1174,0,0
12915,1174,1,1
12916,1174,2,2
12917,1174,3,3
12918,1174,4,4
12919,1174,5,3
12920,1174,6,2
12921,1174,7,3
12922,1174,8,4
12923,1174,9,3
12924,1174,10,4
12925,1175,0,0
12926,1175,1,1
12927,1175,2,0
12928,1175,3,1
12929,1175,4,1
12930,1175,5,1
12931,1175,6,0
12932,1175,7,1
12933,1175,8,0
12934,1175,9,1
12935,1175,10,0
12936,1176,0,0
12937,1176,1,0
12938,1176,2,0
12939,1176,3,0
12940,1176,4,0
12941,1176,5,0
12942,1176,6,0
12943,1176,7,0
12944,1176,8,0
12945,1176,9,0
12946,1176,10,0
12947,1177,0,0
12948,1177,1,0
12949,1177,2,0
12950,1177,3,0
12951,1177,4,0
12952,1177,5,0
12953,1177,6,0
12954,1177,7,0
12955,1177,8,1
12956,1177,9,1
12957,1177,10,1
12958,1178,0,0
12959,1178,1,1
12960,1178,2,2
12961,1178,3,3
12962,1178,4,2
12963,1178,5,3
12964,1178,6,2
12965,1178,7,3
12966,1178,8,2
12967,1178,9,1
12968,1178,10,0
12969,1179,0,0
12970,1179,1,1
12971,1179,2,0
12972,1179,3,1
12973,1179,4,2
12974,1179,5,1
12975,1179,6,2
12976,1179,7,1
12977,1179,8,2
12978,1179,9,3
12979,1179,10,2
12980,1180,0,0
12981,1180,1,1
12982,1180,2,1
12983,1180,3,0
12984,1180,4,1
12985,1180,5,0
12986,1180,6,1
12987,1180,7,0
12988,1180,8,1
12989,1180,9,0
12990,1180,10,1
12991,1181,0,0
12992,1181,1,1
12993,1181,2,2
12994,1181,3,2
12995,1181,4,1
12996,1181,5,0
12997,1181,6,1
12998,1181,7,0
12999,1181,8,1
13000,1181,9,0
13001,1181,10,1
13002,1182,0,0
13003,1182,1,1
13004,1182,2,2
13005,1182,3,3
13006,1182,4,2
13007,1182,5,1
13008,1182,6,2
13009,1182,7,1
13010,1182,8,2
13011,1182,9,3
13012,1182,10,2
13013,1183,0,0
13014,1183,1,0
13015,1183,2,0
13016,1183,3,0
13017,1183,4,0
13018,1183,5,0
13019,1183,6,0
13020,1183,7,0
13021,1183,8,0
13022,1183,9,1
13023,1183,10,0
13024,1184,0,0
13025,1184,1,1
13026,1184,2,0
13027,1184,3,0
13028,1184,4,0
13029,1184,5,0
13030,1184,6,1
13031,1184,7,0
13032,1184,8,0
13033,1184,9,0
13034,1184,10,0
13035,1185,0,0
13036,1185,1,1
13037,1185,2,2
13038,1185,3,3
13039,1185,4,3
13040,1185,5,4
13041,1185,6,5
13042,1185,7,5
13043,1185,8,5
13044,1185,9,5
13045,1185,10,5
13046,1186,0,0
13047,1186,1,0
13048,1186,2,0
13049,1186,3,0
13050,1186,4,0
13051,1186,5,0
13052,1186,6,0
13053,1186,7,1
13054,1186,8,0
13055,1186,9,0
13056,1186,10,0
13057,1187,0,0
13058,1187,1,1
13059,1187,2,0
13060,1187,3,1
13061,1187,4,0
13062,1187,5,1
13063,1187,6,0
13064,1187,7,1
13065,1187,8,0
13066,1187,9,1
13067,1187,10,0
13068,1188,0,0
13069,1188,1,1
13070,1188,2,2
13071,1188,3,1
13072,1188,4,2
13073,1188,5,1
13074,1188,6,2
13075,1188,7,1
13076,1188,8,2
13077,1188,9,1
13078,1188,10,2
13079,1189,0,0
13080,1189,1,1
13081,1189,2,0
13082,1189,3,1
13083,1189,4,0
13084,1189,5,1
13085,1189,6,2
13086,1189,7,1
13087,1189,8,2
13088,1189,9,1
13089,1189,10,0
13090,1190,0,0
13091,1190,1,1
13092,1190,2,1
13093,1190,3,1
13094,1190,4,2
13095,1190,5,2
13096,1190,6,2
13097,1190,7,3
13098,1190,8,4
13099,1190,9,3
13100,1190,10,4
13101,1191,0,0
13102,1191,1,1
13103,1191,2,0
13104,1191,3,1
13105,1191,4,0
13106,1191,5,1
13107,1191,6,0
13108,1191,7,1
13109,1191,8,0
13110,1191,9,1
13111,1191,10,0
13112,1192,0,0
13113,1192,1,1
13114,1192,2,1
13115,1192,3,2
13116,1192,4,1
13117,1192,5,0
13118,1192,6,1
13119,1192,7,2
13120,1192,8,1
13121,1192,9,2
13122,1192,10,3
13123,1193,0,0
13124,1193,1,1
13125,1193,2,2
13126,1193,3,1
13127,1193,4,2
13128,1193,5,1
13129,1193,6,2
13130,1193,7,3
13131,1193,8,4
13132,1193,9,3
13133,1193,10,2
13134,1194,0,0
13135,1194,1,1
13136,1194,2,0
13137,1194,3,0
13138,1194,4,0
13139,1194,5,1
13140,1194,6,0
13141,1194,7,1
13142,1194,8,0
13143,1194,9,1
13144,1194,10,0
13145,1195,0,0
13146,1195,1,0
13147,1195,2,0
13148,1195,3,0
13149,1195,4,0
13150,1195,5,0
13151,1195,6,0
13152,1195,7,0
13153,1195,8,0
13154,1195,9,0
13155,1195,10,0
13156,1196,0,0
13157,1196,1,0
13158,1196,2,0
13159,1196,3,0
13160,1196,4,0
13161,1196,5,0
13162,1196,6,0
13163,1196,7,0
13164,1196,8,0
13165,1196,9,0
13166,1196,10,0
13167,1197,0,0
13168,1197,1,1
13169,1197,2,0
13170,1197,3,1
13171,1197,4,0
13172,1197,5,1
13173,1197,6,0
13174,1197,7,1
13175,1197,8,0
13176,1197,9,1
13177,1197,10,2
13178,1198,0,0
13179,1198,1,0
13180,1198,2,0
13181,1198,3,0
13182,1198,4,0
13183,1198,5,0
13184,1198,6,0
13185,1198,7,0
13186,1198,8,0
13187,1198,9,0
13188,1198,10,0
13189,1199,0,0
13190,1199,1,1
13191,1199,2,2
13192,1199,3,3
13193,1199,4,4
13194,1199,5,3
13195,1199,6,2
13196,1199,7,3
13197,1199,8,4
13198,1199,9,3
13199,1199,10,2
13200,1200,0,0
13201,1200,1,1
13202,1200,2,2
13203,1200,3,3
13204,1200,4,4
13205,1200,5,3
13206,1200,6,2
13207,1200,7,1
13208,1200,8,2
13209,1200,9,3
13210,1200,10,2
13211,1201,0,0
13212,1201,1,1
13213,1201,2,2
13214,1201,3,3
13215,1201,4,2
13216,1201,5,3
13217,1201,6,2
13218,1201,7,3
13219,1201,8,4
13220,1201,9,3
13221,1201,10,4
13222,1202,0,0
13223,1202,1,1
13224,1202,2,0
13225,1202,3,1
13226,1202,4,1
13227,1202,5,2
13228,1202,6,3
13229,1202,7,4
13230,1202,8,5
13231,1202,9,5
13232,1202,10,5
13233,1203,0,0
13234,1203,1,1
13235,1203,2,2
13236,1203,3,3
13237,1203,4,4
13238,1203,5,3
13239,1203,6,4
13240,1203,7,3
13241,1203,8,4
13242,1203,9,3
13243,1203,10,4
13244,1204,0,0
13245,1204,1,0
13246,1204,2,0
13247,1204,3,1
13248,1204,4,2
13249,1204,5,1
13250,1204,6,0
13251,1204,7,0
13252,1204,8,0
13253,1204,9,0
13254,1204,10,0
13255,1205,0,0
13256,1205,1,1
13257,1205,2,0
13258,1205,3,1
13259,1205,4,0
13260,1205,5,1
13261,1205,6,0
13262,1205,7,1
13263,1205,8,0
13264,1205,9,1
13265,1205,10,0
13266,1206,0,0
13267,1206,1,1
13268,1206,2,0
13269,1206,3,1
13270,1206,4,2
13271,1206,5,1
13272,1206,6,2
13273,1206,7,1
13274,1206,8,2
13275,1206,9,1
13276,1206,10,0
13277,1207,0,0
13278,1207,1,1
13279,1207,2,1
13280,1207,3,0
13281,1207,4,1
13282,1207,5,0
13283,1207,6,1
13284,1207,7,0
13285,1207,8,1
13286,1207,9,0
13287,1207,10,1
13288,1208,0,0
13289,1208,1,0
13290,1208,2,0
13291,1208,3,0
13292,1208,4,0
13293,1208,5,0
13294,1208,6,0
13295,1208,7,0
13296,1208,8,0
13297,1208,9,0
13298,1208,10,0
13299,1209,0,0
13300,1209,1,0
13301,1209,2,1
13302,1209,3,2
13303,1209,4,1
13304,1209,5,0
13305,1209,6,1
13306,1209,7,0
13307,1209,8,0
13308,1209,9,0
13309,1209,10,0
13310,1210,0,0
13311,1210,1,0
13312,1210,2,0
13313,1210,3,0
13314,1210,4,0
13315,1210,5,0
13316,1210,6,0
13317,1210,7,0
13318,1210,8,0
13319,1210,9,0
13320,1210,10,0
13321,1211,0,0
13322,1211,1,1
13323,1211,2,0
13324,1211,3,1
13325,1211,4,0
13326,1211,5,1
13327,1211,6,2
13328,1211,7,3
13329,1211,8,2
13330,1211,9,1
13331,1211,10,0
13332,1212,0,0
13333,1212,1,1
13334,1212,2,2
13335,1212,3,1
13336,1212,4,2
13337,1212,5,1
13338,1212,6,2
13339,1212,7,1
13340,1212,8,2
13341,1212,9,3
13342,1212,10,2
13343,1213,0,0
13344,1213,1,0
13345,1213,2,0
13346,1213,3,0
13347,1213,4,0
13348,1213,5,0
13349,1213,6,0
13350,1213,7,0
13351,1213,8,0
13352,1213,9,0
13353,1213,10,0
13354,1214,0,0
13355,1214,1,1
13356,1214,2,1
13357,1214,3,2
13358,1214,4,1
13359,1214,5,0
13360,1214,6,0
13361,1214,7,0
13362,1214,8,0
13363,1214,9,0
13364,1214,10,0
13365,1215,0,0
13366,1215,1,1
13367,1215,2,2
13368,1215,3,3
13369,1215,4,2
13370,1215,5,3
13371,1215,6,4
13372,1215,7,3
13373,1215,8,2
13374,1215,9,1
13375,1215,10,2
13376,1216,0,0
13377,1216,1,1
13378,1216,2,0
13379,1216,3,1
13380,1216,4,0
13381,1216,5,1
13382,1216,6,0
13383,1216,7,1
13384,1216,8,0
13385,1216,9,0
13386,1216,10,1
13387,1217,0,0
13388,1217,1,0
13389,1217,2,0
13390,1217,3,0
13391,1217,4,0
13392,1217,5,0
13393,1217,6,0
13394,1217,7,0
13395,1217,8,0
13396,1217,9,0
13397,1217,10,0
13398,1218,0,0
13399,1218,1,1
13400,1218,2,2
13401,1218,3,1
13402,1218,4,2
13403,1218,5,3
13404,1218,6,2
13405,1218,7,3
13406,1218,8,2
13407,1218,9,3
13408,1218,10,2
13409,1219,0,0
13410,1219,1,0
13411,1219,2,0
13412,1219,3,1
13413,1219,4,1
13414,1219,5,0
13415,1219,6,0
13416,1219,7,0
13417,1219,8,0
13418,1219,9,0
13419,1219,10,0
13420,1220,0,0
13421,1220,1,1
13422,1220,2,0
13423,1220,3,1
13424,1220,4,0
13425,1220,5,1
13426,1220,6,1
13427,1220,7,0
13428,1220,8,1
13429,1220,9,2
13430,1220,10,1
13431,1221,0,0
13432,1221,1,1
13433,1221,2,2
13434,1221,3,3
13435,1221,4,4
13436,1221,5,3
13437,1221,6,3
13438,1221,7,3
13439,1221,8,3
13440,1221,9,4
13441,1221,10,3
13442,1222,0,0
13443,1222,1,0
13444,1222,2,1
13445,1222,3,1
13446,1222,4,2
13447,1222,5,1
13448,1222,6,2
13449,1222,7,1
13450,1222,8,2
13451,1222,9,1
13452,1222,10,2
13453,1223,0,0
13454,1223,1,0
13455,1223,2,0
13456,1223,3,1
13457,1223,4,0
13458,1223,5,1
13459,1223,6,0
13460,1223,7,0
13461,1223,8,0
13462,1223,9,0
13463,1223,10,1
13464,1224,0,0
13465,1224,1,0
13466,1224,2,0
13467,1224,3,1
13468,1224,4,2
13469,1224,5,2
13470,1224,6,1
13471,1224,7,2
13472,1224,8,3
13473,1224,9,3
13474,1224,10,4
13475,1225,0,0
13476,1225,1,1
13477,1225,2,0
13478,1225,3,1
13479,1225,4,2
13480,1225,5,3
13481,1225,6,2
13482,1225,7,1
13483,1225,8,0
13484,1225,9,1
13485,1225,10,2
13486,1226,0,0
13487,1226,1,1
13488,1226,2,2
13489,1226,3,1
13490,1226,4,2
13491,1226,5,1
13492,1226,6,2
13493,1226,7,1
13494,1226,8,2
13495,1226,9,1
13496,1226,10,2
13497,1227,0,0
13498,1227,1,0
13499,1227,2,0
13500,1227,3,0
13501,1227,4,1
13502,1227,5,1
13503,1227,6,2
13504,1227,7,3
13505,1227,8,2
13506,1227,9,3
13507,1227,10,2
13508,1228,0,0
13509,1228,1,0
13510,1228,2,0
13511,1228,3,0
13512,1228,4,0
13513,1228,5,0
13514,1228,6,0
13515,1228,7,0
13516,1228,8,0
13517,1228,9,0
13518,1228,10,0
13519,1229,0,0
13520,1229,1,1
13521,1229,2,2
13522,1229,3,3
13523,1229,4,4
13524,1229,5,4
13525,1229,6,3
13526,1229,7,2
13527,1229,8,3
13528,1229,9,4
13529,1229,10,5
13530,1230,0,0
13531,1230,1,1
13532,1230,2,2
13533,1230,3,3
13534,1230,4,4
13535,1230,5,5
13536,1230,6,5
13537,1230,7,5
13538,1230,8,5
13539,1230,9,5
13540,1230,10,5
13541,1231,0,0
13542,1231,1,0
13543,1231,2,1
13544,1231,3,0
13545,1231,4,0
13546,1231,5,0
13547,1231,6,1
13548,1231,7,2
13549,1231,8,1
13550,1231,9,2
13551,1231,10,3
13552,1232,0,0
13553,1232,1,1
13554,1232,2,2
13555,1232,3,3
13556,1232,4,2
13557,1232,5,3
13558,1232,6,4
13559,1232,7,5
13560,1232,8,5
13561,1232,9,5
13562,1232,10,5
13563,1233,0,0
13564,1233,1,0
13565,1233,2,0
13566,1233,3,0
13567,1233,4,0
13568,1233,5,1
13569,1233,6,0
13570,1233,7,0
13571,1233,8,0
13572,1233,9,0
13573,1233,10,0
13574,1234,0,0
13575,1234,1,1
13576,1234,2,1
13577,1234,3,1
13578,1234,4,1
13579,1234,5,1
13580,1234,6,2
13581,1234,7,3
13582,1234,8,3
13583,1234,9,3
13584,1234,10,2
13585,1235,0,0
13586,1235,1,1
13587,1235,2,0
13588,1235,3,1
13589,1235,4,2
13590,1235,5,3
13591,1235,6,2
13592,1235,7,1
13593,1235,8,2
13594,1235,9,1
13595,1235,10,2
13596,1236,0,0
13597,1236,1,1
13598,1236,2,0
13599,1236,3,1
13600,1236,4,0
13601,1236,5,1
13602,1236,6,2
13603,1236,7,2
13604,1236,8,2
13605,1236,9,2
13606,1236,10,2
13607,1237,0,0
13608,1237,1,0
13609,1237,2,0
13610,1237,3,0
13611,1237,4,0
13612,1237,5,0
13613,1237,6,0
13614,1237,7,0
13615,1237,8,0
13616,1237,9,0
13617,1237,10,0
13618,1238,0,0
13619,1238,1,1
13620,1238,2,0
13621,1238,3,0
13622,1238,4,0
13623,1238,5,0
13624,1238,6,0
13625,1238,7,0
13626,1238,8,0
13627,1238,9,0
13628,1238,10,0
13629,1239,0,0
13630,1239,1,1
13631,1239,2,2
13632,1239,3,3
13633,1239,4,2
13634,1239,5,3
13635,1239,6,2
13636,1239,7,1
13637,1239,8,2
13638,1239,9,3
13639,1239,10,4
13640,1240,0,0
13641,1240,1,1
13642,1240,2,0
13643,1240,3,1
13644,1240,4,0
13645,1240,5,1
13646,1240,6,2
13647,1240,7,1
13648,1240,8,0
13649,1240,9,1
13650,1240,10,1
13651,1241,0,0
13652,1241,1,0
13653,1241,2,0
13654,1241,3,0
13655,1241,4,0
13656,1241,5,0
13657,1241,6,0
13658,1241,7,1
13659,1241,8,0
13660,1241,9,0
13661,1241,10,0
13662,1242,0,0
13663,1242,1,0
13664,1242,2,0
13665,1242,3,1
13666,1242,4,2
13667,1242,5,2
13668,1242,6,3
13669,1242,7,2
13670,1242,8,3
13671,1242,9,3
13672,1242,10,4
13673,1243,0,0
13674,1243,1,1
13675,1243,2,2
13676,1243,3,2
13677,1243,4,2
13678,1243,5,1
13679,1243,6,2
13680,1243,7,2
13681,1243,8,2
13682,1243,9,2
13683,1243,10,2
13684,1244,0,0
13685,1244,1,1
13686,1244,2,2
13687,1244,3,3
13688,1244,4,4
13689,1244,5,5
13690,1244,6,5
13691,1244,7,5
13692,1244,8,5
13693,1244,9,5
13694,1244,10,5
13695,1245,0,0
13696,1245,1,0
13697,1245,2,0
13698,1245,3,0
13699,1245,4,0
13700,1245,5,0
13701,1245,6,0
13702,1245,7,0
13703,1245,8,0
13704,1245,9,0
13705,1245,10,0
13706,1246,0,0
13707,1246,1,1
13708,1246,2,0
13709,1246,3,1
13710,1246,4,2
13711,1246,5,1
13712,1246,6,2
13713,1246,7,1
13714,1246,8,2
13715,1246,9,1
13716,1246,10,2
13717,1247,0,0
13718,1247,1,0
13719,1247,2,0
13720,1247,3,0
13721,1247,4,0
13722,1247,5,0
13723,1247,6,0
13724,1247,7,0
13725,1247,8,0
13726,1247,9,0
13727,1247,10,0
13728,1248,0,0
13729,1248,1,1
13730,1248,2,2
13731,1248,3,3
13732,1248,4,4
13733,1248,5,3
13734,1248,6,2
13735,1248,7,3
13736,1248,8,2
13737,1248,9,3
13738,1248,10,4
13739,1249,0,0
13740,1249,1,1
13741,1249,2,2
13742,1249,3,3
13743,1249,4,4
13744,1249,5,3
13745,1249,6,4
13746,1249,7,4
13747,1249,8,5
13748,1249,9,5
13749,1249,10,5
13750,1250,0,0
13751,1250,1,1
13752,1250,2,2
13753,1250,3,3
13754,1250,4,4
13755,1250,5,3
13756,1250,6,4
13757,1250,7,3
13758,1250,8,3
13759,1250,9,4
13760,1250,10,5
13761,1251,0,0
13762,1251,1,1
13763,1251,2,2
13764,1251,3,3
13765,1251,4,2
13766,1251,5,3
13767,1251,6,2
13768,1251,7,3
13769,1251,8,4
13770,1251,9,4
13771,1251,10,5
13772,1252,0,0
13773,1252,1,1
13774,1252,2,2
13775,1252,3,2
13776,1252,4,1
13777,1252,5,1
13778,1252,6,2
13779,1252,7,1
13780,1252,8,1
13781,1252,9,2
13782,1252,10,3
13783,1253,0,0
13784,1253,1,1
13785,1253,2,2
13786,1253,3,1
13787,1253,4,0
13788,1253,5,0
13789,1253,6,1
13790,1253,7,2
13791,1253,8,1
13792,1253,9,0
13793,1253,10,1
13794,1254,0,0
13795,1254,1,1
13796,1254,2,0
13797,1254,3,1
13798,1254,4,0
13799,1254,5,1
13800,1254,6,1
13801,1254,7,2
13802,1254,8,1
13803,1254,9,0
13804,1254,10,1
13805,1255,0,0
13806,1255,1,1
13807,1255,2,2
13808,1255,3,3
13809,1255,4,4
13810,1255,5,5
13811,1255,6,5
13812,1255,7,5
13813,1255,8,5
13814,1255,9,5
13815,1255,10,5
13816,1256,0,0
13817,1256,1,0
13818,1256,2,0
13819,1256,3,0
13820,1256,4,0
13821,1256,5,0
13822,1256,6,0
13823,1256,7,0
13824,1256,8,0
13825,1256,9,0
13826,1256,10,0
13827,1257,0,0
13828,1257,1,0
13829,1257,2,1
13830,1257,3,0
13831,1257,4,1
13832,1257,5,0
13833,1257,6,1
13834,1257,7,0
13835,1257,8,1
13836,1257,9,0
13837,1257,10,1
13838,1258,0,0
13839,1258,1,0
13840,1258,2,1
13841,1258,3,2
13842,1258,4,1
13843,1258,5,2
13844,1258,6,1
13845,1258,7,0
13846,1258,8,0
13847,1258,9,0
13848,1258,10,1
13849,1259,0,0
13850,1259,1,0
13851,1259,2,0
13852,1259,3,0
13853,1259,4,0
13854,1259,5,0
13855,1259,6,0
13856,1259,7,0
13857,1259,8,1
13858,1259,9,1
13859,1259,10,1
13860,1260,0,0
13861,1260,1,1
13862,1260,2,1
13863,1260,3,1
13864,1260,4,1
13865,1260,5,1
13866,1260,6,1
13867,1260,7,1
13868,1260,8,0
13869,1260,9,0
13870,1260,10,0
13871,1261,0,0
13872,1261,1,0
13873,1261,2,0
13874,1261,3,0
13875,1261,4,1
13876,1261,5,2
13877,1261,6,1
13878,1261,7,2
13879,1261,8,1
13880,1261,9,2
13881,1261,10,1
13882,1262,0,0
13883,1262,1,1
13884,1262,2,1
13885,1262,3,1
13886,1262,4,1
13887,1262,5,0
13888,1262,6,0
13889,1262,7,0
13890,1262,8,0
13891,1262,9,0
13892,1262,10,0
13893,1263,0,0
13894,1263,1,1
13895,1263,2,2
13896,1263,3,3
13897,1263,4,2
13898,1263,5,3
13899,1263,6,2
13900,1263,7,1
13901,1263,8,2
13902,1263,9,1
13903,1263,10,0
13904,1264,0,0
13905,1264,1,1
13906,1264,2,2
13907,1264,3,1
13908,1264,4,2
13909,1264,5,1
13910,1264,6,2
13911,1264,7,1
13912,1264,8,2
13913,1264,9,1
13914,1264,10,2
13915,1265,0,0
13916,1265,1,1
13917,1265,2,2
13918,1265,3,3
13919,1265,4,2
13920,1265,5,1
13921,1265,6,2
13922,1265,7,3
13923,1265,8,4
13924,1265,9,3
13925,1265,10,4
13926,1266,0,0
13927,1266,1,1
13928,1266,2,0
13929,1266,3,1
13930,1266,4,0
13931,1266,5,1
13932,1266,6,0
13933,1266,7,1
13934,1266,8,0
13935,1266,9,0
13936,1266,10,1
13937,1267,0,0
13938,1267,1,0
13939,1267,2,0
13940,1267,3,0
13941,1267,4,1
13942,1267,5,0
13943,1267,6,0
13944,1267,7,0
13945,1267,8,0
13946,1267,9,0
13947,1267,10,0
13948,1268,0,0
13949,1268,1,1
13950,1268,2,0
13951,1268,3,1
13952,1268,4,0
13953,1268,5,1
13954,1268,6,2
13955,1268,7,3
13956,1268,8,3
13957,1268,9,3
13958,1268,10,2
13959,1269,0,0
13960,1269,1,0
13961,1269,2,1
13962,1269,3,1
13963,1269,4,1
13964,1269,5,1
13965,1269,6,1
13966,1269,7,1
13967,1269,8,1
13968,1269,9,1
13969,1269,10,0
13970,1270,0,0
13971,1270,1,1
13972,1270,2,0
13973,1270,3,1
13974,1270,4,2
13975,1270,5,3
13976,1270,6,2
13977,1270,7,3
13978,1270,8,2
13979,1270,9,3
13980,1270,10,2
13981,1271,0,0
13982,1271,1,0
13983,1271,2,0
13984,1271,3,1
13985,1271,4,0
13986,1271,5,0
13987,1271,6,0
13988,1271,7,0
13989,1271,8,0
13990,1271,9,0
13991,1271,10,0
13992,1272,0,0
13993,1272,1,1
13994,1272,2,0
13995,1272,3,1
13996,1272,4,0
13997,1272,5,0
13998,1272,6,1
13999,1272,7,1
14000,1272,8,1
14001,1272,9,0
14002,1272,10,1
14003,1273,0,0
14004,1273,1,0
14005,1273,2,0
14006,1273,3,1
14007,1273,4,1
14008,1273,5,1
14009,1273,6,0
14010,1273,7,0
14011,1273,8,0
14012,1273,9,0
14013,1273,10,0
14014,1274,0,0
14015,1274,1,1
14016,1274,2,2
14017,1274,3,3
14018,1274,4,4
14019,1274,5,5
14020,1274,6,5
14021,1274,7,5
14022,1274,8,5
14023,1274,9,5
14024,1274,10,5
14025,1275,0,0
14026,1275,1,0
14027,1275,2,0
14028,1275,3,0
14029,1275,4,0
14030,1275,5,1
14031,1275,6,2
14032,1275,7,1
14033,1275,8,0
14034,1275,9,0
14035,1275,10,0
14036,1276,0,0
14037,1276,1,0
14038,1276,2,0
14039,1276,3,0
14040,1276,4,0
14041,1276,5,0
14042,1276,6,0
14043,1276,7,0
14044,1276,8,0
14045,1276,9,1
14046,1276,10,0
14047,1277,0,0
14048,1277,1,0
14049,1277,2,0
14050,1277,3,0
14051,1277,4,0
14052,1277,5,0
14053,1277,6,0
14054,1277,7,0
14055,1277,8,0
14056,1277,9,0
14057,1277,10,0
14058,1278,0,0
14059,1278,1,1
14060,1278,2,2
14061,1278,3,1
14062,1278,4,2
14063,1278,5,3
14064,1278,6,4
14065,1278,7,3
14066,1278,8,2
14067,1278,9,3
14068,1278,10,2
14069,1279,0,0
14070,1279,1,0
14071,1279,2,0
14072,1279,3,0
14073,1279,4,0
14074,1279,5,0
14075,1279,6,0
14076,1279,7,0
14077,1279,8,0
14078,1279,9,0
14079,1279,10,0
14080,1280,0,0
14081,1280,1,0
14082,1280,2,1
14083,1280,3,2
14084,1280,4,1
14085,1280,5,2
14086,1280,6,1
14087,1280,7,0
14088,1280,8,1
14089,1280,9,2
14090,1280,10,1
14091,1281,0,0
14092,1281,1,1
14093,1281,2,1
14094,1281,3,0
14095,1281,4,1
14096,1281,5,2
14097,1281,6,3
14098,1281,7,3
14099,1281,8,4
14100,1281,9,5
14101,1281,10,5
14102,1282,0,0
14103,1282,1,0
14104,1282,2,0
14105,1282,3,1
14106,1282,4,2
14107,1282,5,1
14108,1282,6,2
14109,1282,7,1
14110,1282,8,2
14111,1282,9,1
14112,1282,10,2
14113,1283,0,0
14114,1283,1,1
14115,1283,2,0
14116,1283,3,1
14117,1283,4,2
14118,1283,5,1
14119,1283,6,2
14120,1283,7,3
14121,1283,8,3
14122,1283,9,4
14123,1283,10,3
14124,1284,0,0
14125,1284,1,0
14126,1284,2,1
14127,1284,3,2
14128,1284,4,1
14129,1284,5,2
14130,1284,6,1
14131,1284,7,2
14132,1284,8,1
14133,1284,9,2
14134,1284,10,1
14135,1285,0,0
14136,1285,1,1
14137,1285,2,2
14138,1285,3,3
14139,1285,4,2
14140,1285,5,3
14141,1285,6,2
14142,1285,7,3
14143,1285,8,4
14144,1285,9,3
14145,1285,10,2
14146,1286,0,0
14147,1286,1,1
