,subject,time,state,state_max_by_time
6188,1031,4,0,0.0
6189,1031,5,1,1.0
6190,1031,6,0,1.0
6191,1031,10,0,1.0
6192,1032,0,0,0.0
6193,1032,1,0,0.0
6194,1032,2,1,1.0
6195,1032,3,2,2.0
6196,1032,7,2,2.0
6197,1032,9,2,2.0
6198,1033,0,0,0.0
6199,1033,2,0,0.0
6200,1033,3,1,1.0
6201,1033,4,1,1.0
6202,1033,5,1,1.0
6203,1033,10,0,1.0
6204,1034,0,0,0.0
6205,1034,1,1,1.0
6206,1034,2,0,1.0
6207,1034,7,1,1.0
6208,1034,8,0,1.0
6209,1034,10,1,1.0
6210,1035,0,0,0.0
6211,1035,2,2,2.0
6212,1035,4,2,2.0
6213,1035,5,3,3.0
6214,1035,8,2,3.0
6215,1035,10,0,3.0
6216,1036,0,0,0.0
6217,1036,2,2,2.0
6218,1036,5,1,2.0
6219,1036,6,2,2.0
6220,1036,7,1,2.0
6221,1036,10,2,2.0
6222,1037,1,1,1.0
6223,1037,2,1,1.0
6224,1037,4,3,3.0
6225,1037,5,4,4.0
6226,1037,7,3,4.0
6227,1037,9,3,4.0
6228,1038,0,0,0.0
6229,1038,4,1,1.0
6230,1038,5,0,1.0
6231,1038,7,1,1.0
6232,1038,9,0,1.0
6233,1038,10,1,1.0
6234,1039,0,0,0.0
6235,1039,2,0,0.0
6236,1039,3,1,1.0
6237,1039,6,0,1.0
6238,1039,8,0,1.0
6239,1039,10,0,1.0
6240,1040,0,0,0.0
6241,1040,1,0,0.0
6242,1040,2,0,0.0
6243,1040,3,0,0.0
6244,1040,7,0,0.0
6245,1040,9,0,0.0
6246,1041,0,0,0.0
6247,1041,1,1,1.0
6248,1041,2,2,2.0
6249,1041,3,3,3.0
6250,1041,6,4,4.0
6251,1041,10,2,4.0
6252,1042,0,0,0.0
6253,1042,1,0,0.0
6254,1042,2,1,1.0
6255,1042,3,1,1.0
6256,1042,4,0,1.0
6257,1042,6,1,1.0
6258,1043,0,0,0.0
6259,1043,1,1,1.0
6260,1043,5,1,1.0
6261,1043,6,2,2.0
6262,1043,8,2,2.0
6263,1043,9,3,3.0
6264,1044,2,0,0.0
6265,1044,3,1,1.0
6266,1044,5,1,1.0
6267,1044,6,0,1.0
6268,1044,8,0,1.0
6269,1044,9,1,1.0
6270,1045,1,1,1.0
6271,1045,2,2,2.0
6272,1045,4,2,2.0
6273,1045,5,3,3.0
6274,1045,6,2,3.0
6275,1045,9,3,3.0
6276,1046,5,0,0.0
6277,1046,6,0,0.0
6278,1046,7,0,0.0
6279,1046,8,0,0.0
6280,1046,9,0,0.0
6281,1046,10,0,0.0
6282,1047,0,0,0.0
6283,1047,1,1,1.0
6284,1047,3,3,3.0
6285,1047,6,4,4.0
6286,1047,7,5,5.0
6287,1047,8,5,5.0
6288,1048,0,0,0.0
6289,1048,2,0,0.0
6290,1048,3,0,0.0
6291,1048,4,1,1.0
6292,1048,9,0,1.0
6293,1048,10,0,1.0
6294,1049,0,0,0.0
6295,1049,1,1,1.0
6296,1049,5,3,3.0
6297,1049,6,4,4.0
6298,1049,7,5,5.0
6299,1049,8,5,5.0
6300,1050,1,0,0.0
6301,1050,4,0,0.0
6302,1050,6,0,0.0
6303,1050,7,0,0.0
6304,1050,9,0,0.0
6305,1050,10,0,0.0
6306,1051,1,1,1.0
6307,1051,2,2,2.0
6308,1051,4,2,2.0
6309,1051,5,1,2.0
6310,1051,9,1,2.0
6311,1051,10,1,2.0
6312,1052,0,0,0.0
6313,1052,1,1,1.0
6314,1052,3,3,3.0
6315,1052,7,3,3.0
6316,1052,9,1,3.0
6317,1052,10,2,3.0
6318,1053,1,1,1.0
6319,1053,2,1,1.0
6320,1053,3,0,1.0
6321,1053,8,1,1.0
6322,1053,9,1,1.0
6323,1053,10,1,1.0
6324,1054,2,0,0.0
6325,1054,3,0,0.0
6326,1054,5,0,0.0
6327,1054,7,0,0.0
6328,1054,8,0,0.0
6329,1054,9,0,0.0
6330,1055,0,0,0.0
6331,1055,1,0,0.0
6332,1055,2,0,0.0
6333,1055,4,0,0.0
6334,1055,6,0,0.0
6335,1055,7,0,0.0
6336,1056,0,0,0.0
6337,1056,1,0,0.0
6338,1056,5,0,0.0
6339,1056,7,0,0.0
6340,1056,8,0,0.0
6341,1056,9,0,0.0
6342,1057,2,0,0.0
6343,1057,3,0,0.0
6344,1057,4,0,0.0
6345,1057,5,0,0.0
6346,1057,6,0,0.0
6347,1057,8,0,0.0
6348,1058,0,0,0.0
6349,1058,3,1,1.0
6350,1058,5,3,3.0
6351,1058,6,4,4.0
6352,1058,7,3,4.0
6353,1058,9,3,4.0
6354,1059,0,0,0.0
6355,1059,2,2,2.0
6356,1059,5,3,3.0
6357,1059,6,4,4.0
6358,1059,9,5,5.0
6359,1059,10,5,5.0
6360,1060,1,1,1.0
6361,1060,2,2,2.0
6362,1060,3,1,2.0
6363,1060,5,1,2.0
6364,1060,6,2,2.0
6365,1060,10,4,4.0
6366,1061,0,0,0.0
6367,1061,1,1,1.0
6368,1061,7,1,1.0
6369,1061,8,0,1.0
6370,1061,9,1,1.0
6371,1061,10,0,1.0
6372,1062,0,0,0.0
6373,1062,1,0,0.0
6374,1062,3,1,1.0
6375,1062,4,0,1.0
6376,1062,7,0,1.0
6377,1062,9,1,1.0
6378,1063,1,0,0.0
6379,1063,3,0,0.0
6380,1063,4,0,0.0
6381,1063,5,0,0.0
6382,1063,6,0,0.0
6383,1063,7,0,0.0
6384,1064,0,0,0.0
6385,1064,1,1,1.0
6386,1064,5,1,1.0
6387,1064,6,2,2.0
6388,1064,9,3,3.0
6389,1064,10,2,3.0
6390,1065,0,0,0.0
6391,1065,2,2,2.0
6392,1065,3,3,3.0
6393,1065,4,2,3.0
6394,1065,6,2,3.0
6395,1065,10,2,3.0
6396,1066,2,1,1.0
6397,1066,3,1,1.0
6398,1066,6,3,3.0
6399,1066,8,4,4.0
6400,1066,9,4,4.0
6401,1066,10,4,4.0
6402,1067,1,1,1.0
6403,1067,2,0,1.0
6404,1067,3,1,1.0
6405,1067,5,1,1.0
6406,1067,9,5,5.0
6407,1067,10,5,5.0
6408,1068,0,0,0.0
6409,1068,5,3,3.0
6410,1068,6,2,3.0
6411,1068,8,4,4.0
6412,1068,9,3,4.0
6413,1068,10,2,4.0
6414,1069,2,2,2.0
6415,1069,4,0,2.0
6416,1069,6,2,2.0
6417,1069,8,2,2.0
6418,1069,9,1,2.0
6419,1069,10,0,2.0
6420,1070,2,0,0.0
6421,1070,3,0,0.0
6422,1070,4,0,0.0
6423,1070,6,0,0.0
6424,1070,9,3,3.0
6425,1070,10,2,3.0
6426,1071,1,1,1.0
6427,1071,4,0,1.0
6428,1071,6,0,1.0
6429,1071,7,1,1.0
6430,1071,9,0,1.0
6431,1071,10,0,1.0
6432,1072,1,1,1.0
6433,1072,2,0,1.0
6434,1072,5,1,1.0
6435,1072,6,2,2.0
6436,1072,9,1,2.0
6437,1072,10,2,2.0
6438,1073,1,1,1.0
6439,1073,5,2,2.0
6440,1073,6,2,2.0
6441,1073,7,2,2.0
6442,1073,8,1,2.0
6443,1073,9,2,2.0
6444,1074,0,0,0.0
6445,1074,2,1,1.0
6446,1074,4,2,2.0
6447,1074,6,3,3.0
6448,1074,7,2,3.0
6449,1074,9,3,3.0
6450,1075,0,0,0.0
6451,1075,5,1,1.0
6452,1075,6,2,2.0
6453,1075,7,1,2.0
6454,1075,8,2,2.0
6455,1075,10,2,2.0
6456,1076,0,0,0.0
6457,1076,3,0,0.0
6458,1076,4,0,0.0
6459,1076,5,0,0.0
6460,1076,7,0,0.0
6461,1076,8,0,0.0
6462,1077,1,0,0.0
6463,1077,2,0,0.0
6464,1077,4,0,0.0
6465,1077,7,0,0.0
6466,1077,9,0,0.0
6467,1077,10,0,0.0
6468,1078,0,0,0.0
6469,1078,1,1,1.0
6470,1078,2,0,1.0
6471,1078,4,1,1.0
6472,1078,7,3,3.0
6473,1078,9,4,4.0
6474,1079,1,1,1.0
6475,1079,2,1,1.0
6476,1079,3,1,1.0
6477,1079,4,0,1.0
6478,1079,6,1,1.0
6479,1079,8,1,1.0
6480,1080,0,0,0.0
6481,1080,3,3,3.0
6482,1080,5,3,3.0
6483,1080,7,1,3.0
6484,1080,9,1,3.0
6485,1080,10,2,3.0
6486,1081,0,0,0.0
6487,1081,1,1,1.0
6488,1081,2,0,1.0
6489,1081,7,0,1.0
6490,1081,8,0,1.0
6491,1081,9,0,1.0
6492,1082,1,1,1.0
6493,1082,2,2,2.0
6494,1082,5,1,2.0
6495,1082,6,2,2.0
6496,1082,7,3,3.0
6497,1082,10,2,3.0
6498,1083,0,0,0.0
6499,1083,1,0,0.0
6500,1083,7,0,0.0
6501,1083,8,0,0.0
6502,1083,9,0,0.0
6503,1083,10,0,0.0
6504,1084,2,0,0.0
6505,1084,3,0,0.0
6506,1084,4,0,0.0
6507,1084,8,0,0.0
6508,1084,9,0,0.0
6509,1084,10,0,0.0
6510,1085,1,1,1.0
6511,1085,3,2,2.0
6512,1085,4,3,3.0
6513,1085,6,3,3.0
6514,1085,9,3,3.0
6515,1085,10,3,3.0
6516,1086,0,0,0.0
6517,1086,1,1,1.0
6518,1086,3,1,1.0
6519,1086,7,2,2.0
6520,1086,8,3,3.0
6521,1086,10,5,5.0
6522,1087,4,0,0.0
6523,1087,5,0,0.0
6524,1087,6,0,0.0
6525,1087,7,0,0.0
6526,1087,9,0,0.0
6527,1087,10,0,0.0
6528,1088,0,0,0.0
6529,1088,3,1,1.0
6530,1088,5,3,3.0
6531,1088,6,2,3.0
6532,1088,7,3,3.0
6533,1088,8,2,3.0
6534,1089,0,0,0.0
6535,1089,2,1,1.0
6536,1089,3,0,1.0
6537,1089,5,0,1.0
6538,1089,6,1,1.0
6539,1089,10,3,3.0
6540,1090,0,0,0.0
6541,1090,2,1,1.0
6542,1090,6,1,1.0
6543,1090,8,0,1.0
6544,1090,9,1,1.0
6545,1090,10,2,2.0
6546,1091,0,0,0.0
6547,1091,3,3,3.0
6548,1091,4,4,4.0
6549,1091,6,5,5.0
6550,1091,8,5,5.0
6551,1091,10,5,5.0
6552,1092,0,0,0.0
6553,1092,1,1,1.0
6554,1092,3,3,3.0
6555,1092,4,3,3.0
6556,1092,6,5,5.0
6557,1092,7,5,5.0
6558,1093,0,0,0.0
6559,1093,1,1,1.0
6560,1093,3,0,1.0
6561,1093,4,1,1.0
6562,1093,9,1,1.0
6563,1093,10,0,1.0
6564,1094,3,0,0.0
6565,1094,4,0,0.0
6566,1094,5,0,0.0
6567,1094,7,0,0.0
6568,1094,9,0,0.0
6569,1094,10,0,0.0
6570,1095,0,0,0.0
6571,1095,2,2,2.0
6572,1095,5,1,2.0
6573,1095,6,0,2.0
6574,1095,7,1,2.0
6575,1095,8,0,2.0
6576,1096,1,0,0.0
6577,1096,3,0,0.0
6578,1096,5,0,0.0
6579,1096,6,0,0.0
6580,1096,7,1,1.0
6581,1096,10,0,1.0
6582,1097,0,0,0.0
6583,1097,2,0,0.0
6584,1097,4,0,0.0
6585,1097,5,0,0.0
6586,1097,6,0,0.0
6587,1097,10,0,0.0
6588,1098,0,0,0.0
6589,1098,1,1,1.0
6590,1098,3,3,3.0
6591,1098,6,4,4.0
6592,1098,7,3,4.0
6593,1098,9,3,4.0
6594,1099,2,0,0.0
6595,1099,3,0,0.0
6596,1099,7,0,0.0
6597,1099,8,0,0.0
6598,1099,9,0,0.0
6599,1099,10,0,0.0
6600,1100,0,0,0.0
6601,1100,3,2,2.0
6602,1100,4,1,2.0
6603,1100,8,1,2.0
6604,1100,9,2,2.0
6605,1100,10,1,2.0
6606,1101,0,0,0.0
6607,1101,1,0,0.0
6608,1101,4,0,0.0
6609,1101,5,0,0.0
6610,1101,6,0,0.0
6611,1101,10,0,0.0
6612,1102,1,1,1.0
6613,1102,4,1,1.0
6614,1102,6,3,3.0
6615,1102,7,4,4.0
6616,1102,9,5,5.0
6617,1102,10,5,5.0
6618,1103,1,0,0.0
6619,1103,4,0,0.0
6620,1103,5,0,0.0
6621,1103,7,0,0.0
6622,1103,8,0,0.0
6623,1103,10,0,0.0
6624,1104,0,0,0.0
6625,1104,2,2,2.0
6626,1104,4,2,2.0
6627,1104,5,1,2.0
6628,1104,6,2,2.0
6629,1104,9,1,2.0
6630,1105,0,0,0.0
6631,1105,1,0,0.0
6632,1105,2,1,1.0
6633,1105,3,0,1.0
6634,1105,6,0,1.0
6635,1105,10,0,1.0
6636,1106,0,0,0.0
6637,1106,3,0,0.0
6638,1106,4,0,0.0
6639,1106,6,0,0.0
6640,1106,8,0,0.0
6641,1106,9,0,0.0
6642,1107,0,0,0.0
6643,1107,2,0,0.0
6644,1107,5,0,0.0
6645,1107,6,0,0.0
6646,1107,8,0,0.0
6647,1107,9,1,1.0
6648,1108,2,0,0.0
6649,1108,4,2,2.0
6650,1108,6,3,3.0
6651,1108,8,3,3.0
6652,1108,9,4,4.0
6653,1108,10,4,4.0
6654,1109,2,1,1.0
6655,1109,3,0,1.0
6656,1109,6,0,1.0
6657,1109,7,1,1.0
6658,1109,8,0,1.0
6659,1109,10,0,1.0
6660,1110,0,0,0.0
6661,1110,1,1,1.0
6662,1110,3,3,3.0
6663,1110,4,4,4.0
6664,1110,5,3,4.0
6665,1110,6,3,4.0
6666,1111,0,0,0.0
6667,1111,4,2,2.0
6668,1111,6,1,2.0
6669,1111,7,2,2.0
6670,1111,8,2,2.0
6671,1111,9,2,2.0
6672,1112,1,1,1.0
6673,1112,2,0,1.0
6674,1112,3,1,1.0
6675,1112,6,4,4.0
6676,1112,9,5,5.0
6677,1112,10,5,5.0
6678,1113,4,0,0.0
6679,1113,5,1,1.0
6680,1113,6,0,1.0
6681,1113,7,1,1.0
6682,1113,9,1,1.0
6683,1113,10,0,1.0
6684,1114,0,0,0.0
6685,1114,3,0,0.0
6686,1114,4,0,0.0
6687,1114,7,0,0.0
6688,1114,8,0,0.0
6689,1114,10,0,0.0
6690,1115,3,0,0.0
6691,1115,4,0,0.0
6692,1115,5,0,0.0
6693,1115,8,0,0.0
6694,1115,9,0,0.0
6695,1115,10,0,0.0
6696,1116,3,0,0.0
6697,1116,4,0,0.0
6698,1116,6,0,0.0
6699,1116,7,0,0.0
6700,1116,8,0,0.0
6701,1116,9,0,0.0
6702,1117,1,0,0.0
6703,1117,2,0,0.0
6704,1117,3,0,0.0
6705,1117,4,0,0.0
6706,1117,7,0,0.0
6707,1117,8,0,0.0
6708,1118,0,0,0.0
6709,1118,1,0,0.0
6710,1118,4,2,2.0
6711,1118,5,3,3.0
6712,1118,7,1,3.0
6713,1118,10,3,3.0
6714,1119,0,0,0.0
6715,1119,2,0,0.0
6716,1119,3,1,1.0
6717,1119,6,0,1.0
6718,1119,8,0,1.0
6719,1119,10,0,1.0
6720,1120,0,0,0.0
6721,1120,1,0,0.0
6722,1120,2,0,0.0
6723,1120,4,0,0.0
6724,1120,5,1,1.0
6725,1120,6,0,1.0
6726,1121,0,0,0.0
6727,1121,1,0,0.0
6728,1121,5,0,0.0
6729,1121,7,1,1.0
6730,1121,8,0,1.0
6731,1121,10,0,1.0
6732,1122,1,1,1.0
6733,1122,2,2,2.0
6734,1122,3,1,2.0
6735,1122,5,3,3.0
6736,1122,8,5,5.0
6737,1122,10,5,5.0
6738,1123,1,1,1.0
6739,1123,2,2,2.0
6740,1123,4,4,4.0
6741,1123,5,3,4.0
6742,1123,8,4,4.0
6743,1123,9,3,4.0
6744,1124,0,0,0.0
6745,1124,3,1,1.0
6746,1124,4,2,2.0
6747,1124,5,3,3.0
6748,1124,6,4,4.0
6749,1124,9,5,5.0
6750,1125,0,0,0.0
6751,1125,4,1,1.0
6752,1125,5,2,2.0
6753,1125,8,2,2.0
6754,1125,9,3,3.0
6755,1125,10,3,3.0
6756,1126,2,0,0.0
6757,1126,5,1,1.0
6758,1126,7,0,1.0
6759,1126,8,1,1.0
6760,1126,9,0,1.0
6761,1126,10,1,1.0
6762,1127,1,1,1.0
6763,1127,2,1,1.0
6764,1127,3,0,1.0
6765,1127,4,1,1.0
6766,1127,5,0,1.0
6767,1127,8,1,1.0
6768,1128,0,0,0.0
6769,1128,1,0,0.0
6770,1128,3,0,0.0
6771,1128,4,0,0.0
6772,1128,7,0,0.0
6773,1128,10,0,0.0
6774,1129,0,0,0.0
6775,1129,1,0,0.0
6776,1129,3,0,0.0
6777,1129,4,0,0.0
6778,1129,8,0,0.0
6779,1129,9,0,0.0
6780,1130,0,0,0.0
6781,1130,1,1,1.0
6782,1130,3,1,1.0
6783,1130,4,0,1.0
6784,1130,5,1,1.0
6785,1130,9,1,1.0
6786,1131,0,0,0.0
6787,1131,1,0,0.0
6788,1131,2,0,0.0
6789,1131,5,0,0.0
6790,1131,8,0,0.0
6791,1131,9,0,0.0
6792,1132,1,0,0.0
6793,1132,2,0,0.0
6794,1132,3,0,0.0
6795,1132,6,2,2.0
6796,1132,8,0,2.0
6797,1132,9,1,2.0
6798,1133,0,0,0.0
6799,1133,3,1,1.0
6800,1133,5,1,1.0
6801,1133,6,0,1.0
6802,1133,7,1,1.0
6803,1133,9,3,3.0
6804,1134,0,0,0.0
6805,1134,1,0,0.0
6806,1134,5,0,0.0
6807,1134,8,0,0.0
6808,1134,9,0,0.0
6809,1134,10,0,0.0
6810,1135,0,0,0.0
6811,1135,2,2,2.0
6812,1135,3,3,3.0
6813,1135,5,3,3.0
6814,1135,6,4,4.0
6815,1135,9,5,5.0
6816,1136,3,2,2.0
6817,1136,6,1,2.0
6818,1136,7,0,2.0
6819,1136,8,1,2.0
6820,1136,9,0,2.0
6821,1136,10,1,2.0
6822,1137,1,1,1.0
6823,1137,2,2,2.0
6824,1137,3,3,3.0
6825,1137,4,2,3.0
6826,1137,5,3,3.0
6827,1137,6,2,3.0
6828,1138,1,1,1.0
6829,1138,2,0,1.0
6830,1138,4,1,1.0
6831,1138,6,0,1.0
6832,1138,8,0,1.0
6833,1138,9,1,1.0
6834,1139,0,0,0.0
6835,1139,3,1,1.0
6836,1139,4,1,1.0
6837,1139,5,0,1.0
6838,1139,7,0,1.0
6839,1139,9,1,1.0
6840,1140,2,0,0.0
6841,1140,3,0,0.0
6842,1140,4,0,0.0
6843,1140,5,0,0.0
6844,1140,8,0,0.0
6845,1140,9,0,0.0
6846,1141,1,1,1.0
6847,1141,3,1,1.0
6848,1141,5,0,1.0
6849,1141,6,0,1.0
6850,1141,7,1,1.0
6851,1141,9,1,1.0
6852,1142,0,0,0.0
6853,1142,2,0,0.0
6854,1142,3,0,0.0
6855,1142,8,0,0.0
6856,1142,9,0,0.0
6857,1142,10,0,0.0
6858,1143,1,0,0.0
6859,1143,5,0,0.0
6860,1143,6,1,1.0
6861,1143,7,0,1.0
6862,1143,8,1,1.0
6863,1143,9,0,1.0
6864,1144,1,1,1.0
6865,1144,4,1,1.0
6866,1144,5,2,2.0
6867,1144,6,1,2.0
6868,1144,9,1,2.0
6869,1144,10,1,2.0
6870,1145,0,0,0.0
6871,1145,4,2,2.0
6872,1145,5,1,2.0
6873,1145,6,2,2.0
6874,1145,8,2,2.0
6875,1145,10,2,2.0
6876,1146,0,0,0.0
6877,1146,1,1,1.0
6878,1146,2,2,2.0
6879,1146,4,0,2.0
6880,1146,5,1,2.0
6881,1146,7,3,3.0
6882,1147,1,0,0.0
6883,1147,3,2,2.0
6884,1147,4,3,3.0
6885,1147,5,4,4.0
6886,1147,6,5,5.0
6887,1147,8,5,5.0
6888,1148,2,2,2.0
6889,1148,3,1,2.0
6890,1148,4,2,2.0
6891,1148,5,1,2.0
6892,1148,8,2,2.0
6893,1148,9,1,2.0
6894,1149,2,2,2.0
6895,1149,4,4,4.0
6896,1149,5,5,5.0
6897,1149,6,5,5.0
6898,1149,7,5,5.0
6899,1149,8,5,5.0
6900,1150,1,0,0.0
6901,1150,4,0,0.0
6902,1150,5,0,0.0
6903,1150,6,0,0.0
6904,1150,7,0,0.0
6905,1150,9,1,1.0
6906,1151,2,0,0.0
6907,1151,3,0,0.0
6908,1151,4,1,1.0
6909,1151,6,1,1.0
6910,1151,7,2,2.0
6911,1151,9,2,2.0
6912,1152,1,1,1.0
6913,1152,2,0,1.0
6914,1152,5,1,1.0
6915,1152,6,0,1.0
6916,1152,8,0,1.0
6917,1152,10,0,1.0
6918,1153,1,1,1.0
6919,1153,2,1,1.0
6920,1153,3,1,1.0
6921,1153,4,1,1.0
6922,1153,6,2,2.0
6923,1153,9,2,2.0
6924,1154,2,2,2.0
6925,1154,3,3,3.0
6926,1154,4,2,3.0
6927,1154,5,3,3.0
6928,1154,8,3,3.0
6929,1154,10,3,3.0
6930,1155,0,0,0.0
6931,1155,1,0,0.0
6932,1155,3,0,0.0
6933,1155,5,0,0.0
6934,1155,6,0,0.0
6935,1155,8,0,0.0
6936,1156,0,0,0.0
6937,1156,1,0,0.0
6938,1156,2,0,0.0
6939,1156,3,0,0.0
6940,1156,5,0,0.0
6941,1156,8,0,0.0
6942,1157,1,1,1.0
6943,1157,5,3,3.0
6944,1157,6,2,3.0
6945,1157,7,1,3.0
6946,1157,8,0,3.0
6947,1157,9,1,3.0
6948,1158,0,0,0.0
6949,1158,1,0,0.0
6950,1158,2,0,0.0
6951,1158,5,0,0.0
6952,1158,6,1,1.0
6953,1158,9,0,1.0
6954,1159,1,0,0.0
6955,1159,3,0,0.0
6956,1159,4,0,0.0
6957,1159,5,0,0.0
6958,1159,7,0,0.0
6959,1159,9,0,0.0
6960,1160,1,1,1.0
6961,1160,5,1,1.0
6962,1160,6,0,1.0
6963,1160,7,1,1.0
6964,1160,9,3,3.0
6965,1160,10,2,3.0
6966,1161,3,1,1.0
6967,1161,4,0,1.0
6968,1161,5,1,1.0
6969,1161,6,2,2.0
6970,1161,7,1,2.0
6971,1161,10,1,2.0
6972,1162,0,0,0.0
6973,1162,1,1,1.0
6974,1162,4,2,2.0
6975,1162,6,2,2.0
6976,1162,9,3,3.0
6977,1162,10,4,4.0
6978,1163,0,0,0.0
6979,1163,1,0,0.0
6980,1163,3,0,0.0
6981,1163,5,0,0.0
6982,1163,7,0,0.0
6983,1163,10,0,0.0
6984,1164,0,0,0.0
6985,1164,4,2,2.0
6986,1164,7,1,2.0
6987,1164,8,2,2.0
6988,1164,9,1,2.0
6989,1164,10,2,2.0
6990,1165,0,0,0.0
6991,1165,1,0,0.0
6992,1165,2,1,1.0
6993,1165,3,0,1.0
6994,1165,6,0,1.0
6995,1165,8,1,1.0
6996,1166,0,0,0.0
6997,1166,2,0,0.0
6998,1166,3,0,0.0
6999,1166,6,0,0.0
7000,1166,8,0,0.0
7001,1166,9,0,0.0
7002,1167,0,0,0.0
7003,1167,2,0,0.0
7004,1167,4,0,0.0
7005,1167,6,0,0.0
7006,1167,8,0,0.0
7007,1167,10,0,0.0
7008,1168,0,0,0.0
7009,1168,1,1,1.0
7010,1168,2,1,1.0
7011,1168,4,1,1.0
7012,1168,6,1,1.0
7013,1168,9,1,1.0
7014,1169,2,1,1.0
7015,1169,4,1,1.0
7016,1169,5,0,1.0
7017,1169,6,1,1.0
7018,1169,8,1,1.0
7019,1169,9,2,2.0
7020,1170,0,0,0.0
7021,1170,2,2,2.0
7022,1170,3,1,2.0
7023,1170,5,1,2.0
7024,1170,8,2,2.0
7025,1170,9,1,2.0
7026,1171,1,1,1.0
7027,1171,2,1,1.0
7028,1171,6,1,1.0
7029,1171,8,1,1.0
7030,1171,9,0,1.0
7031,1171,10,1,1.0
7032,1172,0,0,0.0
7033,1172,1,0,0.0
7034,1172,5,0,0.0
7035,1172,6,0,0.0
7036,1172,7,0,0.0
7037,1172,10,0,0.0
7038,1173,0,0,0.0
7039,1173,1,0,0.0
7040,1173,3,0,0.0
7041,1173,4,0,0.0
7042,1173,8,0,0.0
7043,1173,10,0,0.0
7044,1174,1,1,1.0
7045,1174,2,2,2.0
7046,1174,3,3,3.0
7047,1174,5,3,3.0
7048,1174,7,3,3.0
7049,1174,9,3,3.0
7050,1175,0,0,0.0
7051,1175,1,1,1.0
7052,1175,5,1,1.0
7053,1175,6,0,1.0
7054,1175,9,1,1.0
7055,1175,10,0,1.0
7056,1176,1,0,0.0
7057,1176,3,0,0.0
7058,1176,4,0,0.0
7059,1176,6,0,0.0
7060,1176,7,0,0.0
7061,1176,10,0,0.0
7062,1177,0,0,0.0
7063,1177,1,0,0.0
7064,1177,2,0,0.0
7065,1177,3,0,0.0
7066,1177,4,0,0.0
7067,1177,6,0,0.0
7068,1178,1,1,1.0
7069,1178,3,3,3.0
7070,1178,6,2,3.0
7071,1178,7,3,3.0
7072,1178,9,1,3.0
7073,1178,10,0,3.0
7074,1179,0,0,0.0
7075,1179,2,0,0.0
7076,1179,3,1,1.0
7077,1179,4,2,2.0
7078,1179,5,1,2.0
7079,1179,10,2,2.0
7080,1180,0,0,0.0
7081,1180,2,1,1.0
7082,1180,4,1,1.0
7083,1180,7,0,1.0
7084,1180,8,1,1.0
7085,1180,9,0,1.0
7086,1181,2,2,2.0
7087,1181,3,2,2.0
7088,1181,4,1,2.0
7089,1181,7,0,2.0
7090,1181,9,0,2.0
7091,1181,10,1,2.0
7092,1182,0,0,0.0
7093,1182,2,2,2.0
7094,1182,3,3,3.0
7095,1182,5,1,3.0
7096,1182,7,1,3.0
7097,1182,9,3,3.0
7098,1183,1,0,0.0
7099,1183,2,0,0.0
7100,1183,3,0,0.0
7101,1183,6,0,0.0
7102,1183,7,0,0.0
7103,1183,10,0,0.0
7104,1184,4,0,0.0
7105,1184,5,0,0.0
7106,1184,7,0,0.0
7107,1184,8,0,0.0
7108,1184,9,0,0.0
7109,1184,10,0,0.0
7110,1185,0,0,0.0
7111,1185,1,1,1.0
7112,1185,2,2,2.0
7113,1185,3,3,3.0
7114,1185,5,4,4.0
7115,1185,10,5,5.0
7116,1186,0,0,0.0
7117,1186,2,0,0.0
7118,1186,5,0,0.0
7119,1186,6,0,0.0
7120,1186,7,1,1.0
7121,1186,8,0,1.0
7122,1187,0,0,0.0
7123,1187,1,1,1.0
7124,1187,6,0,1.0
7125,1187,7,1,1.0
7126,1187,9,1,1.0
7127,1187,10,0,1.0
7128,1188,0,0,0.0
7129,1188,1,1,1.0
7130,1188,2,2,2.0
7131,1188,3,1,2.0
7132,1188,9,1,2.0
7133,1188,10,2,2.0
7134,1189,2,0,0.0
7135,1189,3,1,1.0
7136,1189,5,1,1.0
7137,1189,8,2,2.0
7138,1189,9,1,2.0
7139,1189,10,0,2.0
7140,1190,0,0,0.0
7141,1190,4,2,2.0
7142,1190,6,2,2.0
7143,1190,8,4,4.0
7144,1190,9,3,4.0
7145,1190,10,4,4.0
7146,1191,1,1,1.0
7147,1191,2,0,1.0
7148,1191,3,1,1.0
7149,1191,4,0,1.0
7150,1191,7,1,1.0
7151,1191,9,1,1.0
7152,1192,3,2,2.0
7153,1192,4,1,2.0
7154,1192,5,0,2.0
7155,1192,6,1,2.0
7156,1192,8,1,2.0
7157,1192,9,2,2.0
7158,1193,1,1,1.0
7159,1193,3,1,1.0
7160,1193,4,2,2.0
7161,1193,7,3,3.0
7162,1193,9,3,3.0
7163,1193,10,2,3.0
7164,1194,1,1,1.0
7165,1194,4,0,1.0
7166,1194,5,1,1.0
7167,1194,6,0,1.0
7168,1194,8,0,1.0
7169,1194,10,0,1.0
7170,1195,2,0,0.0
7171,1195,5,0,0.0
7172,1195,6,0,0.0
7173,1195,7,0,0.0
7174,1195,8,0,0.0
7175,1195,9,0,0.0
7176,1196,1,0,0.0
7177,1196,5,0,0.0
7178,1196,6,0,0.0
7179,1196,7,0,0.0
7180,1196,9,0,0.0
7181,1196,10,0,0.0
7182,1197,0,0,0.0
7183,1197,1,1,1.0
7184,1197,4,0,1.0
7185,1197,6,0,1.0
