,subject,time,state
4681,425,6,0
4682,425,7,0
4683,425,8,1
4684,425,9,0
4685,425,10,0
4686,426,0,0
4687,426,1,1
4688,426,2,0
4689,426,3,1
4690,426,4,0
4691,426,5,1
4692,426,6,0
4693,426,7,1
4694,426,8,0
4695,426,9,1
4696,426,10,0
4697,427,0,0
4698,427,1,0
4699,427,2,0
4700,427,3,0
4701,427,4,0
4702,427,5,0
4703,427,6,0
4704,427,7,0
4705,427,8,0
4706,427,9,0
4707,427,10,0
4708,428,0,0
4709,428,1,0
4710,428,2,0
4711,428,3,0
4712,428,4,0
4713,428,5,0
4714,428,6,0
4715,428,7,0
4716,428,8,0
4717,428,9,0
4718,428,10,0
4719,429,0,0
4720,429,1,0
4721,429,2,0
4722,429,3,0
4723,429,4,0
4724,429,5,0
4725,429,6,0
4726,429,7,0
4727,429,8,1
4728,429,9,0
4729,429,10,0
4730,430,0,0
4731,430,1,0
4732,430,2,0
4733,430,3,0
4734,430,4,0
4735,430,5,0
4736,430,6,0
4737,430,7,0
4738,430,8,0
4739,430,9,0
4740,430,10,0
4741,431,0,0
4742,431,1,1
4743,431,2,1
4744,431,3,1
4745,431,4,1
4746,431,5,0
4747,431,6,0
4748,431,7,1
4749,431,8,1
4750,431,9,1
4751,431,10,1
4752,432,0,0
4753,432,1,0
4754,432,2,0
4755,432,3,0
4756,432,4,0
4757,432,5,0
4758,432,6,0
4759,432,7,0
4760,432,8,0
4761,432,9,0
4762,432,10,0
4763,433,0,0
4764,433,1,1
4765,433,2,0
4766,433,3,0
4767,433,4,1
4768,433,5,2
4769,433,6,1
4770,433,7,2
4771,433,8,1
4772,433,9,2
4773,433,10,1
4774,434,0,0
4775,434,1,1
4776,434,2,1
4777,434,3,0
4778,434,4,1
4779,434,5,1
4780,434,6,1
4781,434,7,0
4782,434,8,1
4783,434,9,0
4784,434,10,1
4785,435,0,0
4786,435,1,1
4787,435,2,0
4788,435,3,0
4789,435,4,0
4790,435,5,0
4791,435,6,0
4792,435,7,0
4793,435,8,0
4794,435,9,1
4795,435,10,0
4796,436,0,0
4797,436,1,0
4798,436,2,0
4799,436,3,0
4800,436,4,0
4801,436,5,0
4802,436,6,0
4803,436,7,0
4804,436,8,0
4805,436,9,0
4806,436,10,0
4807,437,0,0
4808,437,1,0
4809,437,2,0
4810,437,3,0
4811,437,4,0
4812,437,5,0
4813,437,6,0
4814,437,7,0
4815,437,8,0
4816,437,9,0
4817,437,10,0
4818,438,0,0
4819,438,1,0
4820,438,2,1
4821,438,3,0
4822,438,4,1
4823,438,5,1
4824,438,6,1
4825,438,7,1
4826,438,8,1
4827,438,9,0
4828,438,10,0
4829,439,0,0
4830,439,1,1
4831,439,2,0
4832,439,3,1
4833,439,4,0
4834,439,5,0
4835,439,6,1
4836,439,7,0
4837,439,8,0
4838,439,9,1
4839,439,10,0
4840,440,0,0
4841,440,1,0
4842,440,2,0
4843,440,3,0
4844,440,4,0
4845,440,5,0
4846,440,6,1
4847,440,7,1
4848,440,8,0
4849,440,9,0
4850,440,10,0
4851,441,0,0
4852,441,1,0
4853,441,2,1
4854,441,3,1
4855,441,4,0
4856,441,5,1
4857,441,6,0
4858,441,7,1
4859,441,8,1
4860,441,9,0
4861,441,10,1
4862,442,0,0
4863,442,1,0
4864,442,2,0
4865,442,3,0
4866,442,4,1
4867,442,5,1
4868,442,6,1
4869,442,7,1
4870,442,8,1
4871,442,9,1
4872,442,10,1
4873,443,0,0
4874,443,1,0
4875,443,2,0
4876,443,3,0
4877,443,4,0
4878,443,5,0
4879,443,6,0
4880,443,7,0
4881,443,8,0
4882,443,9,0
4883,443,10,0
4884,444,0,0
4885,444,1,0
4886,444,2,0
4887,444,3,0
4888,444,4,0
4889,444,5,0
4890,444,6,0
4891,444,7,0
4892,444,8,0
4893,444,9,0
4894,444,10,0
4895,445,0,0
4896,445,1,0
4897,445,2,0
4898,445,3,0
4899,445,4,0
4900,445,5,0
4901,445,6,0
4902,445,7,0
4903,445,8,0
4904,445,9,0
4905,445,10,0
4906,446,0,0
4907,446,1,0
4908,446,2,0
4909,446,3,0
4910,446,4,0
4911,446,5,0
4912,446,6,0
4913,446,7,0
4914,446,8,0
4915,446,9,0
4916,446,10,0
4917,447,0,0
4918,447,1,0
4919,447,2,0
4920,447,3,0
4921,447,4,0
4922,447,5,0
4923,447,6,0
4924,447,7,0
4925,447,8,0
4926,447,9,0
4927,447,10,0
4928,448,0,0
4929,448,1,0
4930,448,2,0
4931,448,3,0
4932,448,4,0
4933,448,5,0
4934,448,6,0
4935,448,7,0
4936,448,8,0
4937,448,9,0
4938,448,10,0
4939,449,0,0
4940,449,1,0
4941,449,2,1
4942,449,3,0
4943,449,4,0
4944,449,5,0
4945,449,6,1
4946,449,7,0
4947,449,8,0
4948,449,9,0
4949,449,10,0
4950,450,0,0
4951,450,1,0
4952,450,2,0
4953,450,3,0
4954,450,4,0
4955,450,5,0
4956,450,6,0
4957,450,7,0
4958,450,8,0
4959,450,9,0
4960,450,10,0
4961,451,0,0
4962,451,1,1
4963,451,2,1
4964,451,3,1
4965,451,4,1
4966,451,5,1
4967,451,6,0
4968,451,7,0
4969,451,8,0
4970,451,9,0
4971,451,10,1
4972,452,0,0
4973,452,1,0
4974,452,2,0
4975,452,3,1
4976,452,4,1
4977,452,5,1
4978,452,6,0
4979,452,7,1
4980,452,8,0
4981,452,9,1
4982,452,10,2
4983,453,0,0
4984,453,1,0
4985,453,2,0
4986,453,3,0
4987,453,4,0
4988,453,5,0
4989,453,6,0
4990,453,7,0
4991,453,8,0
4992,453,9,0
4993,453,10,0
4994,454,0,0
4995,454,1,0
4996,454,2,0
4997,454,3,0
4998,454,4,0
4999,454,5,0
5000,454,6,0
5001,454,7,0
5002,454,8,0
5003,454,9,0
5004,454,10,0
5005,455,0,0
5006,455,1,0
5007,455,2,1
5008,455,3,0
5009,455,4,0
5010,455,5,0
5011,455,6,1
5012,455,7,0
5013,455,8,1
5014,455,9,1
5015,455,10,1
5016,456,0,0
5017,456,1,0
5018,456,2,0
5019,456,3,0
5020,456,4,1
5021,456,5,0
5022,456,6,1
5023,456,7,0
5024,456,8,0
5025,456,9,1
5026,456,10,0
5027,457,0,0
5028,457,1,0
5029,457,2,0
5030,457,3,0
5031,457,4,0
5032,457,5,0
5033,457,6,0
5034,457,7,0
5035,457,8,0
5036,457,9,0
5037,457,10,0
5038,458,0,0
5039,458,1,0
5040,458,2,0
5041,458,3,0
5042,458,4,0
5043,458,5,0
5044,458,6,0
5045,458,7,0
5046,458,8,0
5047,458,9,0
5048,458,10,0
5049,459,0,0
5050,459,1,0
5051,459,2,0
5052,459,3,0
5053,459,4,0
5054,459,5,0
5055,459,6,0
5056,459,7,0
5057,459,8,0
5058,459,9,0
5059,459,10,0
5060,460,0,0
5061,460,1,0
5062,460,2,0
5063,460,3,0
5064,460,4,0
5065,460,5,0
5066,460,6,0
5067,460,7,0
5068,460,8,0
5069,460,9,0
5070,460,10,0
5071,461,0,0
5072,461,1,0
5073,461,2,0
5074,461,3,0
5075,461,4,0
5076,461,5,0
5077,461,6,0
5078,461,7,0
5079,461,8,0
5080,461,9,0
5081,461,10,0
5082,462,0,0
5083,462,1,0
5084,462,2,0
5085,462,3,0
5086,462,4,0
5087,462,5,0
5088,462,6,0
5089,462,7,0
5090,462,8,0
5091,462,9,0
5092,462,10,0
5093,463,0,0
5094,463,1,0
5095,463,2,0
5096,463,3,0
5097,463,4,0
5098,463,5,0
5099,463,6,0
5100,463,7,0
5101,463,8,0
5102,463,9,0
5103,463,10,0
5104,464,0,0
5105,464,1,1
5106,464,2,0
5107,464,3,0
5108,464,4,1
5109,464,5,0
5110,464,6,0
5111,464,7,0
5112,464,8,0
5113,464,9,1
5114,464,10,0
5115,465,0,0
5116,465,1,0
5117,465,2,0
5118,465,3,0
5119,465,4,0
5120,465,5,0
5121,465,6,0
5122,465,7,0
5123,465,8,0
5124,465,9,0
5125,465,10,0
5126,466,0,0
5127,466,1,0
5128,466,2,0
5129,466,3,1
5130,466,4,1
5131,466,5,0
5132,466,6,0
5133,466,7,0
5134,466,8,0
5135,466,9,1
5136,466,10,1
5137,467,0,0
5138,467,1,0
5139,467,2,0
5140,467,3,0
5141,467,4,0
5142,467,5,0
5143,467,6,0
5144,467,7,0
5145,467,8,0
5146,467,9,0
5147,467,10,0
5148,468,0,0
5149,468,1,0
5150,468,2,0
5151,468,3,0
5152,468,4,0
5153,468,5,0
5154,468,6,0
5155,468,7,0
5156,468,8,0
5157,468,9,0
5158,468,10,0
5159,469,0,0
5160,469,1,1
5161,469,2,2
5162,469,3,1
5163,469,4,1
5164,469,5,1
5165,469,6,1
5166,469,7,1
5167,469,8,0
5168,469,9,0
5169,469,10,0
5170,470,0,0
5171,470,1,0
5172,470,2,0
5173,470,3,0
5174,470,4,0
5175,470,5,0
5176,470,6,0
5177,470,7,0
5178,470,8,0
5179,470,9,0
5180,470,10,0
5181,471,0,0
5182,471,1,0
5183,471,2,0
5184,471,3,0
5185,471,4,0
5186,471,5,0
5187,471,6,0
5188,471,7,0
5189,471,8,0
5190,471,9,0
5191,471,10,0
5192,472,0,0
5193,472,1,0
5194,472,2,0
5195,472,3,0
5196,472,4,1
5197,472,5,2
5198,472,6,1
5199,472,7,2
5200,472,8,1
5201,472,9,2
5202,472,10,1
5203,473,0,0
5204,473,1,0
5205,473,2,0
5206,473,3,0
5207,473,4,0
5208,473,5,0
5209,473,6,0
5210,473,7,0
5211,473,8,0
5212,473,9,0
5213,473,10,0
5214,474,0,0
5215,474,1,0
5216,474,2,0
5217,474,3,0
5218,474,4,0
5219,474,5,0
5220,474,6,0
5221,474,7,0
5222,474,8,0
5223,474,9,0
5224,474,10,0
5225,475,0,0
5226,475,1,0
5227,475,2,0
5228,475,3,0
5229,475,4,0
5230,475,5,0
5231,475,6,0
5232,475,7,0
5233,475,8,0
5234,475,9,0
5235,475,10,0
5236,476,0,0
5237,476,1,0
5238,476,2,0
5239,476,3,0
5240,476,4,0
5241,476,5,1
5242,476,6,0
5243,476,7,0
5244,476,8,0
5245,476,9,0
5246,476,10,0
5247,477,0,0
5248,477,1,0
5249,477,2,0
5250,477,3,0
5251,477,4,0
5252,477,5,0
5253,477,6,0
5254,477,7,0
5255,477,8,0
5256,477,9,0
5257,477,10,0
5258,478,0,0
5259,478,1,0
5260,478,2,0
5261,478,3,0
5262,478,4,0
5263,478,5,0
5264,478,6,0
5265,478,7,0
5266,478,8,1
5267,478,9,1
5268,478,10,1
5269,479,0,0
5270,479,1,0
5271,479,2,0
5272,479,3,0
5273,479,4,0
5274,479,5,0
5275,479,6,1
5276,479,7,0
5277,479,8,0
5278,479,9,0
5279,479,10,0
5280,480,0,0
5281,480,1,0
5282,480,2,1
5283,480,3,0
5284,480,4,0
5285,480,5,1
5286,480,6,0
5287,480,7,1
5288,480,8,0
5289,480,9,1
5290,480,10,1
5291,481,0,0
5292,481,1,0
5293,481,2,0
5294,481,3,0
5295,481,4,1
5296,481,5,0
5297,481,6,1
5298,481,7,0
5299,481,8,0
5300,481,9,0
5301,481,10,0
5302,482,0,0
5303,482,1,1
5304,482,2,1
5305,482,3,0
5306,482,4,1
5307,482,5,1
5308,482,6,1
5309,482,7,1
5310,482,8,1
5311,482,9,1
5312,482,10,1
5313,483,0,0
5314,483,1,1
5315,483,2,0
5316,483,3,1
5317,483,4,0
5318,483,5,1
5319,483,6,0
5320,483,7,1
5321,483,8,0
5322,483,9,1
5323,483,10,0
5324,484,0,0
5325,484,1,0
5326,484,2,0
5327,484,3,0
5328,484,4,0
5329,484,5,0
5330,484,6,0
5331,484,7,0
5332,484,8,0
5333,484,9,0
5334,484,10,0
5335,485,0,0
5336,485,1,0
5337,485,2,0
5338,485,3,0
5339,485,4,0
5340,485,5,0
5341,485,6,0
5342,485,7,0
5343,485,8,0
5344,485,9,0
5345,485,10,0
5346,486,0,0
5347,486,1,0
5348,486,2,0
5349,486,3,0
5350,486,4,0
5351,486,5,0
5352,486,6,0
5353,486,7,0
5354,486,8,0
5355,486,9,0
5356,486,10,0
5357,487,0,0
5358,487,1,0
5359,487,2,0
5360,487,3,0
5361,487,4,0
5362,487,5,0
5363,487,6,0
5364,487,7,0
5365,487,8,0
5366,487,9,0
5367,487,10,0
5368,488,0,0
5369,488,1,1
5370,488,2,0
5371,488,3,1
5372,488,4,0
5373,488,5,1
5374,488,6,0
5375,488,7,0
5376,488,8,1
5377,488,9,0
5378,488,10,0
5379,489,0,0
5380,489,1,1
5381,489,2,1
5382,489,3,1
5383,489,4,1
5384,489,5,1
5385,489,6,1
5386,489,7,1
5387,489,8,1
5388,489,9,1
5389,489,10,1
5390,490,0,0
5391,490,1,1
5392,490,2,0
5393,490,3,1
5394,490,4,0
5395,490,5,1
5396,490,6,0
5397,490,7,1
5398,490,8,0
5399,490,9,1
5400,490,10,0
5401,491,0,0
5402,491,1,0
5403,491,2,0
5404,491,3,0
5405,491,4,1
5406,491,5,2
5407,491,6,1
5408,491,7,2
5409,491,8,1
5410,491,9,2
5411,491,10,1
5412,492,0,0
5413,492,1,0
5414,492,2,0
5415,492,3,0
5416,492,4,0
5417,492,5,1
5418,492,6,1
5419,492,7,0
5420,492,8,1
5421,492,9,0
5422,492,10,0
5423,493,0,0
5424,493,1,0
5425,493,2,0
5426,493,3,0
5427,493,4,0
5428,493,5,0
5429,493,6,0
5430,493,7,0
5431,493,8,0
5432,493,9,0
5433,493,10,0
5434,494,0,0
5435,494,1,0
5436,494,2,1
5437,494,3,2
5438,494,4,1
5439,494,5,1
5440,494,6,0
5441,494,7,1
5442,494,8,2
5443,494,9,1
5444,494,10,2
5445,495,0,0
5446,495,1,0
5447,495,2,0
5448,495,3,0
5449,495,4,1
5450,495,5,0
5451,495,6,0
5452,495,7,0
5453,495,8,0
5454,495,9,0
5455,495,10,0
5456,496,0,0
5457,496,1,0
5458,496,2,0
5459,496,3,1
5460,496,4,1
5461,496,5,1
5462,496,6,0
5463,496,7,0
5464,496,8,0
5465,496,9,0
5466,496,10,0
5467,497,0,0
5468,497,1,0
5469,497,2,0
5470,497,3,0
5471,497,4,0
5472,497,5,0
5473,497,6,0
5474,497,7,0
5475,497,8,0
5476,497,9,0
5477,497,10,0
5478,498,0,0
5479,498,1,0
5480,498,2,0
5481,498,3,0
5482,498,4,0
5483,498,5,0
5484,498,6,0
5485,498,7,0
5486,498,8,0
5487,498,9,0
5488,498,10,0
5489,499,0,0
5490,499,1,0
5491,499,2,0
5492,499,3,0
5493,499,4,0
5494,499,5,0
5495,499,6,0
5496,499,7,0
5497,499,8,0
5498,499,9,0
5499,499,10,0
5500,500,0,0
5501,500,1,0
5502,500,2,1
5503,500,3,2
5504,500,4,1
5505,500,5,2
5506,500,6,1
5507,500,7,0
5508,500,8,0
5509,500,9,0
5510,500,10,0
5511,501,0,0
5512,501,1,0
5513,501,2,1
5514,501,3,2
5515,501,4,3
5516,501,5,2
5517,501,6,1
5518,501,7,0
5519,501,8,1
5520,501,9,1
5521,501,10,1
5522,502,0,0
5523,502,1,0
5524,502,2,1
5525,502,3,1
5526,502,4,1
5527,502,5,1
5528,502,6,1
5529,502,7,1
5530,502,8,0
5531,502,9,0
5532,502,10,0
5533,503,0,0
5534,503,1,1
5535,503,2,0
5536,503,3,1
5537,503,4,0
5538,503,5,1
5539,503,6,0
5540,503,7,1
5541,503,8,0
5542,503,9,1
5543,503,10,0
5544,504,0,0
5545,504,1,0
5546,504,2,0
5547,504,3,0
5548,504,4,0
5549,504,5,0
5550,504,6,0
5551,504,7,0
5552,504,8,0
5553,504,9,0
5554,504,10,0
5555,505,0,0
5556,505,1,1
5557,505,2,0
5558,505,3,0
5559,505,4,0
5560,505,5,0
5561,505,6,0
5562,505,7,1
5563,505,8,0
5564,505,9,0
5565,505,10,1
5566,506,0,0
5567,506,1,0
5568,506,2,0
5569,506,3,1
5570,506,4,1
5571,506,5,1
5572,506,6,0
5573,506,7,0
5574,506,8,0
5575,506,9,0
5576,506,10,0
5577,507,0,0
5578,507,1,0
5579,507,2,0
5580,507,3,0
5581,507,4,0
5582,507,5,0
5583,507,6,1
5584,507,7,1
5585,507,8,1
5586,507,9,1
5587,507,10,1
5588,508,0,0
5589,508,1,0
5590,508,2,0
5591,508,3,0
5592,508,4,0
5593,508,5,0
5594,508,6,0
5595,508,7,0
5596,508,8,1
5597,508,9,0
5598,508,10,0
5599,509,0,0
5600,509,1,0
5601,509,2,0
5602,509,3,0
5603,509,4,0
5604,509,5,0
5605,509,6,0
5606,509,7,0
5607,509,8,1
5608,509,9,0
5609,509,10,0
5610,510,0,0
5611,510,1,0
5612,510,2,0
5613,510,3,0
5614,510,4,0
5615,510,5,0
5616,510,6,0
5617,510,7,0
5618,510,8,0
5619,510,9,0
5620,510,10,0
5621,511,0,0
5622,511,1,1
5623,511,2,1
5624,511,3,1
5625,511,4,1
5626,511,5,1
5627,511,6,1
5628,511,7,1
5629,511,8,1
5630,511,9,1
5631,511,10,1
5632,512,0,0
5633,512,1,0
5634,512,2,0
5635,512,3,0
5636,512,4,0
5637,512,5,0
5638,512,6,0
5639,512,7,0
5640,512,8,0
5641,512,9,0
5642,512,10,0
5643,513,0,0
5644,513,1,0
5645,513,2,0
5646,513,3,0
5647,513,4,0
5648,513,5,0
5649,513,6,0
5650,513,7,0
5651,513,8,0
5652,513,9,0
5653,513,10,0
5654,514,0,0
5655,514,1,0
5656,514,2,0
5657,514,3,0
5658,514,4,0
5659,514,5,0
5660,514,6,0
5661,514,7,0
5662,514,8,0
5663,514,9,0
5664,514,10,0
5665,515,0,0
5666,515,1,0
5667,515,2,1
5668,515,3,0
5669,515,4,0
5670,515,5,0
5671,515,6,0
5672,515,7,0
5673,515,8,1
5674,515,9,1
5675,515,10,0
5676,516,0,0
5677,516,1,0
5678,516,2,0
5679,516,3,0
5680,516,4,0
5681,516,5,0
5682,516,6,0
5683,516,7,0
5684,516,8,0
5685,516,9,0
5686,516,10,0
5687,517,0,0
5688,517,1,0
5689,517,2,0
5690,517,3,0
5691,517,4,0
5692,517,5,0
5693,517,6,0
5694,517,7,0
5695,517,8,0
5696,517,9,0
5697,517,10,0
5698,518,0,0
5699,518,1,0
5700,518,2,0
5701,518,3,0
5702,518,4,0
5703,518,5,0
5704,518,6,0
5705,518,7,0
5706,518,8,0
5707,518,9,0
5708,518,10,0
5709,519,0,0
5710,519,1,0
5711,519,2,1
5712,519,3,0
5713,519,4,1
5714,519,5,2
5715,519,6,1
5716,519,7,2
5717,519,8,1
5718,519,9,2
5719,519,10,1
5720,520,0,0
5721,520,1,1
5722,520,2,0
5723,520,3,1
5724,520,4,0
5725,520,5,1
5726,520,6,0
5727,520,7,1
5728,520,8,0
5729,520,9,1
5730,520,10,2
5731,521,0,0
5732,521,1,1
5733,521,2,2
5734,521,3,1
5735,521,4,2
5736,521,5,1
5737,521,6,2
5738,521,7,1
5739,521,8,2
5740,521,9,1
5741,521,10,2
5742,522,0,0
5743,522,1,0
5744,522,2,0
5745,522,3,0
5746,522,4,0
5747,522,5,0
5748,522,6,0
5749,522,7,0
5750,522,8,0
5751,522,9,0
5752,522,10,0
5753,523,0,0
5754,523,1,0
5755,523,2,0
5756,523,3,0
5757,523,4,0
5758,523,5,0
5759,523,6,0
5760,523,7,0
5761,523,8,0
5762,523,9,0
5763,523,10,0
5764,524,0,0
5765,524,1,1
5766,524,2,1
5767,524,3,1
5768,524,4,1
5769,524,5,1
5770,524,6,1
5771,524,7,1
5772,524,8,1
5773,524,9,1
5774,524,10,1
5775,525,0,0
5776,525,1,0
5777,525,2,0
5778,525,3,0
5779,525,4,1
5780,525,5,1
5781,525,6,1
5782,525,7,1
5783,525,8,1
5784,525,9,1
5785,525,10,1
5786,526,0,0
5787,526,1,0
5788,526,2,0
5789,526,3,0
5790,526,4,0
5791,526,5,0
5792,526,6,0
5793,526,7,0
5794,526,8,0
5795,526,9,0
5796,526,10,0
5797,527,0,0
5798,527,1,0
5799,527,2,0
5800,527,3,0
5801,527,4,0
5802,527,5,0
5803,527,6,0
5804,527,7,0
5805,527,8,0
5806,527,9,0
5807,527,10,0
5808,528,0,0
5809,528,1,0
5810,528,2,0
5811,528,3,0
5812,528,4,0
5813,528,5,0
5814,528,6,0
5815,528,7,0
5816,528,8,0
5817,528,9,0
5818,528,10,0
5819,529,0,0
5820,529,1,0
5821,529,2,0
5822,529,3,1
5823,529,4,0
5824,529,5,0
5825,529,6,0
5826,529,7,0
5827,529,8,0
5828,529,9,0
5829,529,10,0
5830,530,0,0
5831,530,1,1
5832,530,2,0
5833,530,3,1
5834,530,4,0
5835,530,5,1
5836,530,6,2
5837,530,7,1
5838,530,8,0
5839,530,9,1
5840,530,10,0
5841,531,0,0
5842,531,1,0
5843,531,2,1
5844,531,3,1
5845,531,4,0
5846,531,5,1
5847,531,6,1
5848,531,7,1
5849,531,8,1
5850,531,9,2
5851,531,10,1
5852,532,0,0
5853,532,1,0
5854,532,2,0
5855,532,3,0
5856,532,4,0
5857,532,5,0
5858,532,6,0
5859,532,7,0
5860,532,8,0
5861,532,9,0
5862,532,10,0
5863,533,0,0
5864,533,1,0
5865,533,2,0
5866,533,3,0
5867,533,4,1
5868,533,5,1
5869,533,6,0
5870,533,7,0
5871,533,8,0
5872,533,9,0
5873,533,10,0
5874,534,0,0
5875,534,1,0
5876,534,2,1
5877,534,3,1
5878,534,4,0
5879,534,5,1
5880,534,6,0
5881,534,7,1
5882,534,8,1
5883,534,9,0
5884,534,10,0
5885,535,0,0
5886,535,1,0
5887,535,2,0
5888,535,3,0
5889,535,4,0
5890,535,5,0
5891,535,6,0
5892,535,7,0
5893,535,8,0
5894,535,9,0
5895,535,10,0
5896,536,0,0
5897,536,1,0
5898,536,2,0
5899,536,3,0
5900,536,4,0
5901,536,5,0
5902,536,6,0
5903,536,7,0
5904,536,8,0
5905,536,9,1
5906,536,10,0
5907,537,0,0
5908,537,1,0
5909,537,2,0
5910,537,3,0
5911,537,4,0
5912,537,5,0
5913,537,6,0
5914,537,7,0
5915,537,8,0
5916,537,9,0
5917,537,10,0
5918,538,0,0
5919,538,1,0
5920,538,2,0
5921,538,3,0
5922,538,4,0
5923,538,5,0
5924,538,6,0
5925,538,7,0
5926,538,8,0
5927,538,9,0
5928,538,10,0
5929,539,0,0
5930,539,1,1
5931,539,2,1
5932,539,3,1
5933,539,4,0
5934,539,5,1
5935,539,6,1
5936,539,7,0
5937,539,8,0
5938,539,9,0
5939,539,10,1
5940,540,0,0
5941,540,1,0
5942,540,2,1
5943,540,3,0
5944,540,4,0
5945,540,5,0
5946,540,6,1
5947,540,7,1
5948,540,8,1
5949,540,9,0
5950,540,10,0
5951,541,0,0
5952,541,1,0
5953,541,2,0
5954,541,3,0
5955,541,4,0
5956,541,5,0
5957,541,6,0
5958,541,7,0
5959,541,8,0
5960,541,9,0
5961,541,10,0
5962,542,0,0
5963,542,1,0
5964,542,2,0
5965,542,3,0
5966,542,4,0
5967,542,5,0
5968,542,6,0
5969,542,7,0
5970,542,8,0
5971,542,9,0
5972,542,10,0
5973,543,0,0
5974,543,1,0
5975,543,2,0
5976,543,3,0
5977,543,4,0
5978,543,5,0
5979,543,6,0
5980,543,7,0
5981,543,8,0
5982,543,9,0
5983,543,10,0
5984,544,0,0
5985,544,1,0
5986,544,2,0
5987,544,3,0
5988,544,4,0
5989,544,5,0
5990,544,6,0
5991,544,7,0
5992,544,8,0
5993,544,9,0
5994,544,10,0
5995,545,0,0
5996,545,1,0
5997,545,2,0
5998,545,3,0
5999,545,4,0
6000,545,5,0
6001,545,6,0
6002,545,7,0
6003,545,8,0
6004,545,9,0
6005,545,10,0
6006,546,0,0
6007,546,1,0
6008,546,2,0
6009,546,3,0
6010,546,4,0
6011,546,5,0
6012,546,6,0
6013,546,7,0
6014,546,8,0
6015,546,9,0
6016,546,10,0
6017,547,0,0
6018,547,1,0
6019,547,2,0
6020,547,3,0
6021,547,4,0
6022,547,5,0
6023,547,6,1
6024,547,7,2
6025,547,8,1
6026,547,9,0
6027,547,10,0
6028,548,0,0
6029,548,1,0
6030,548,2,0
6031,548,3,0
6032,548,4,0
6033,548,5,0
6034,548,6,0
6035,548,7,0
6036,548,8,0
6037,548,9,0
6038,548,10,0
6039,549,0,0
6040,549,1,0
6041,549,2,1
6042,549,3,1
6043,549,4,1
6044,549,5,1
6045,549,6,1
6046,549,7,1
6047,549,8,1
6048,549,9,1
6049,549,10,1
6050,550,0,0
6051,550,1,0
6052,550,2,0
6053,550,3,0
6054,550,4,0
6055,550,5,0
6056,550,6,0
6057,550,7,0
6058,550,8,0
6059,550,9,0
6060,550,10,0
6061,551,0,0
6062,551,1,1
6063,551,2,1
6064,551,3,2
6065,551,4,1
6066,551,5,2
6067,551,6,1
6068,551,7,2
6069,551,8,1
6070,551,9,1
6071,551,10,2
6072,552,0,0
6073,552,1,0
6074,552,2,0
6075,552,3,0
6076,552,4,0
6077,552,5,0
6078,552,6,0
6079,552,7,0
6080,552,8,0
6081,552,9,0
6082,552,10,0
6083,553,0,0
6084,553,1,1
6085,553,2,0
6086,553,3,0
6087,553,4,1
6088,553,5,0
6089,553,6,1
6090,553,7,0
6091,553,8,1
6092,553,9,0
6093,553,10,1
6094,554,0,0
6095,554,1,1
6096,554,2,0
6097,554,3,1
6098,554,4,0
6099,554,5,0
6100,554,6,1
6101,554,7,0
6102,554,8,0
6103,554,9,1
6104,554,10,0
6105,555,0,0
6106,555,1,1
6107,555,2,1
6108,555,3,0
6109,555,4,0
6110,555,5,0
6111,555,6,0
6112,555,7,0
6113,555,8,0
6114,555,9,0
6115,555,10,1
6116,556,0,0
6117,556,1,0
6118,556,2,0
6119,556,3,0
6120,556,4,0
6121,556,5,0
6122,556,6,0
6123,556,7,0
6124,556,8,0
6125,556,9,0
6126,556,10,0
6127,557,0,0
6128,557,1,0
6129,557,2,0
6130,557,3,1
6131,557,4,1
6132,557,5,1
6133,557,6,1
6134,557,7,1
6135,557,8,1
6136,557,9,1
6137,557,10,1
6138,558,0,0
6139,558,1,0
6140,558,2,0
6141,558,3,0
6142,558,4,0
6143,558,5,0
6144,558,6,0
6145,558,7,0
6146,558,8,0
6147,558,9,0
6148,558,10,0
6149,559,0,0
6150,559,1,1
6151,559,2,1
6152,559,3,0
6153,559,4,1
6154,559,5,0
6155,559,6,1
6156,559,7,0
6157,559,8,1
6158,559,9,1
6159,559,10,0
6160,560,0,0
6161,560,1,1
6162,560,2,2
6163,560,3,1
6164,560,4,1
6165,560,5,0
6166,560,6,1
6167,560,7,1
6168,560,8,1
6169,560,9,0
6170,560,10,1
6171,561,0,0
6172,561,1,0
6173,561,2,0
6174,561,3,0
6175,561,4,0
6176,561,5,0
6177,561,6,0
6178,561,7,0
6179,561,8,0
6180,561,9,0
6181,561,10,0
6182,562,0,0
6183,562,1,0
6184,562,2,0
6185,562,3,0
6186,562,4,0
6187,562,5,0
6188,562,6,0
6189,562,7,0
6190,562,8,0
6191,562,9,0
6192,562,10,0
6193,563,0,0
6194,563,1,0
6195,563,2,1
6196,563,3,0
6197,563,4,1
6198,563,5,0
6199,563,6,1
6200,563,7,0
6201,563,8,1
6202,563,9,0
6203,563,10,1
6204,564,0,0
6205,564,1,1
6206,564,2,0
6207,564,3,1
6208,564,4,0
6209,564,5,1
6210,564,6,0
6211,564,7,1
6212,564,8,0
6213,564,9,1
6214,564,10,0
6215,565,0,0
6216,565,1,1
6217,565,2,1
6218,565,3,1
6219,565,4,1
6220,565,5,1
6221,565,6,1
6222,565,7,1
6223,565,8,1
6224,565,9,1
6225,565,10,1
6226,566,0,0
6227,566,1,1
6228,566,2,0
6229,566,3,1
6230,566,4,1
6231,566,5,0
6232,566,6,1
6233,566,7,1
6234,566,8,1
